,Author,Title,State,District,DateBan,Country,Description
4335,"Lowry, Lois",The Giver,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries
4336,"Lowry, Lois",The Giver: Graphic Novel,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4337,"Lubbock, Jules",Storytelling in Christian Art from Biotto to Donatello,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4338,"Lukavics, Amy",Daughters Unto Devils,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries
4339,"Lukoff, Kyle",Different Kinds of Fruit,Florida,Broward County Public Schools,2022-10-01,USA,Banned from Libraries
4340,"Lukoff, Kyle",Too Bright to See,Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4341,"Lukoff, Kyle",Too Bright to See,Florida,The School District of Palm Beach County,2022-07-01,USA,Banned from Libraries
4342,"Lukoff, Kyle",When Aidan Became a Brother,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4343,"Lukoff, Kyle",When Aidan Became a Brother,Florida,School District of Manatee County,2022-07-01,USA,Banned from Libraries and Classrooms
4344,"Lukoff, Kyle",When Aidan Became a Brother,Florida,The School District of Palm Beach County,2022-07-01,USA,Banned from Libraries
4345,"Lund, Cameron",The Best Laid Plans,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4346,"Lupica, Mike",Hero,Texas,Frisco Independent School District,2023-01-01,USA,Banned from Libraries
4347,"Lyga, Barry",Boy Toy,Florida,Clay County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4348,"Lyga, Barry",Boy Toy,Florida,Escambia County Public Schools,2022-12-01,USA,Banned Pending Investigation
4349,"Lyga, Barry",Boy Toy,Florida,Santa Rosa County District Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4350,"Lyga, Barry",Boy Toy,Florida,St. John's County School District,2023-01-01,USA,Banned from Libraries and Classrooms
4351,"Lyga, Barry",Boy Toy,Texas,Keller Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4352,"Lyga, Barry",Boy Toy,Utah,Washington County School District,2023-02-01,USA,Banned from Libraries and Classrooms
4353,"Lyga, Barry",Boy Toy,Virginia,Spotsylvania County Public Schools,2022-10-01,USA,Banned from Libraries and Classrooms
4354,"Lyga, Barry",Boy Toy,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4355,"Lyga, Barry",Mangaman,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4356,"Lyon, George Ella",Sonny's House of Spies,Texas,Texarkana Independent School District,2022-10-01,USA,Banned Pending Investigation
4357,"Lyons, Mary E.",Stitching the Stars: The Story Quilts of Harriet Powers,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4358,"Maas, Sarah J.",A Court of Frost and Starlight,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4359,"Maas, Sarah J.",A Court of Frost and Starlight,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4360,"Maas, Sarah J.",A Court of Frost and Starlight,Florida,School District of Hamilton County,2023-03-01,USA,Banned from Libraries and Classrooms
4361,"Maas, Sarah J.",A Court of Frost and Starlight,Florida,Volusia County Schools,2022-08-01,USA,Banned from Libraries and Classrooms
4362,"Maas, Sarah J.",A Court of Frost and Starlight,Missouri,Nixa Public Schools,2023-04-01,USA,Banned from Libraries
4363,"Maas, Sarah J.",A Court of Frost and Starlight,North Carolina,Cumberland County Schools,2023-04-01,USA,Banned from Libraries
4364,"Maas, Sarah J.",A Court of Frost and Starlight,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4365,"Maas, Sarah J.",A Court of Frost and Starlight,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned from Libraries and Classrooms
4366,"Maas, Sarah J.",A Court of Frost and Starlight,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4367,"Maas, Sarah J.",A Court of Frost and Starlight,Texas,Conroe Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4368,"Maas, Sarah J.",A Court of Frost and Starlight,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4369,"Maas, Sarah J.",A Court of Frost and Starlight,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries and Classrooms
4370,"Maas, Sarah J.",A Court of Frost and Starlight,Utah,Granite School District,2022-10-01,USA,Banned from Libraries and Classrooms
4371,"Maas, Sarah J.",A Court of Frost and Starlight,Utah,Jordan School District,2022-09-01,USA,Banned from Libraries and Classrooms
4372,"Maas, Sarah J.",A Court of Frost and Starlight,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4373,"Maas, Sarah J.",A Court of Frost and Starlight,Utah,Washington County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4374,"Maas, Sarah J.",A Court of Frost and Starlight,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4375,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Collier County Public Schools,2023-03-01,USA,Banned from Libraries
4376,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4377,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Flagler Schools,2022-10-01,USA,Banned from Libraries and Classrooms
4378,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Highlands Schools,2022-09-01,USA,Banned Pending Investigation
4379,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Marion County Public Schools,2022-09-01,USA,Banned Pending Investigation
4380,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4381,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Miami-Dade Public Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4382,"Maas, Sarah J.",A Court of Mist and Fury,Florida,School District of Hamilton County,2023-03-01,USA,Banned from Libraries and Classrooms
4383,"Maas, Sarah J.",A Court of Mist and Fury,Florida,Volusia County Schools,2022-08-01,USA,Banned from Libraries and Classrooms
4384,"Maas, Sarah J.",A Court of Mist and Fury,Kansas,Gardner Edgerton School District 231,2023-03-01,USA,Banned from Libraries and Classrooms
4385,"Maas, Sarah J.",A Court of Mist and Fury,Missouri,Nixa Public Schools,2023-04-01,USA,Banned from Libraries
4386,"Maas, Sarah J.",A Court of Mist and Fury,North Carolina,Cumberland County Schools,2023-04-01,USA,Banned from Libraries
4387,"Maas, Sarah J.",A Court of Mist and Fury,North Carolina,Pender County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4388,"Maas, Sarah J.",A Court of Mist and Fury,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4389,"Maas, Sarah J.",A Court of Mist and Fury,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4390,"Maas, Sarah J.",A Court of Mist and Fury,Pennsylvania,Central York School District,2023-01-01,USA,Banned from Libraries and Classrooms
4391,"Maas, Sarah J.",A Court of Mist and Fury,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned from Libraries and Classrooms
4392,"Maas, Sarah J.",A Court of Mist and Fury,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4393,"Maas, Sarah J.",A Court of Mist and Fury,Texas,Conroe Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4394,"Maas, Sarah J.",A Court of Mist and Fury,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4395,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries and Classrooms
4396,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4397,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4398,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Wasatch School District,2022-09-01,USA,Banned from Libraries and Classrooms
4399,"Maas, Sarah J.",A Court of Mist and Fury,Utah,Washington County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4400,"Maas, Sarah J.",A Court of Mist and Fury,Virginia,Hanover County Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4401,"Maas, Sarah J.",A Court of Mist and Fury,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4402,"Maas, Sarah J.",A ​Court of Silver Flames,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4403,"Maas, Sarah J.",A ​Court of Silver Flames,Florida,Escambia County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4404,"Maas, Sarah J.",A ​Court of Silver Flames,Florida,Volusia County Schools,2022-08-01,USA,Banned from Libraries and Classrooms
4405,"Maas, Sarah J.",A ​Court of Silver Flames,Kansas,Gardner Edgerton School District 231,2023-03-01,USA,Banned from Libraries and Classrooms
4406,"Maas, Sarah J.",A ​Court of Silver Flames,Missouri,Nixa Public Schools,2023-04-01,USA,Banned from Libraries
4407,"Maas, Sarah J.",A ​Court of Silver Flames,North Carolina,Pender County Schools,2023-02-01,USA,Banned Pending Investigation
4408,"Maas, Sarah J.",A ​Court of Silver Flames,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4409,"Maas, Sarah J.",A ​Court of Silver Flames,Texas,Conroe Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4410,"Maas, Sarah J.",A ​Court of Silver Flames,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4411,"Maas, Sarah J.",A ​Court of Silver Flames,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries and Classrooms
4412,"Maas, Sarah J.",A ​Court of Silver Flames,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4413,"Maas, Sarah J.",A ​Court of Silver Flames,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4414,"Maas, Sarah J.",A ​Court of Silver Flames,Utah,Washington County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4415,"Maas, Sarah J.",A ​Court of Silver Flames,Virginia,Hanover County Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4416,"Maas, Sarah J.",A ​Court of Silver Flames,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4417,"Maas, Sarah J.",A Court of Thorns and Roses,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4418,"Maas, Sarah J.",A Court of Thorns and Roses,Florida,Escambia County Public Schools,2023-03-01,USA,Banned Pending Investigation
4419,"Maas, Sarah J.",A Court of Thorns and Roses,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4420,"Maas, Sarah J.",A Court of Thorns and Roses,Florida,Volusia County Schools,2022-08-01,USA,Banned from Libraries and Classrooms
4421,"Maas, Sarah J.",A Court of Thorns and Roses,Missouri,Nixa Public Schools,2023-04-01,USA,Banned from Libraries
4422,"Maas, Sarah J.",A Court of Thorns and Roses,North Carolina,Pender County Schools,2023-02-01,USA,Banned Pending Investigation
4423,"Maas, Sarah J.",A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4424,"Maas, Sarah J.",A Court of Thorns and Roses,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4425,"Maas, Sarah J.",A Court of Thorns and Roses,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned from Libraries and Classrooms
4426,"Maas, Sarah J.",A Court of Thorns and Roses,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4427,"Maas, Sarah J.",A Court of Thorns and Roses,Texas,Conroe Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4428,"Maas, Sarah J.",A Court of Thorns and Roses,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4429,"Maas, Sarah J.",A Court of Thorns and Roses,Texas,Keller Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4430,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries and Classrooms
4431,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4432,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Granite School District,2022-10-01,USA,Banned from Libraries and Classrooms
4433,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4434,"Maas, Sarah J.",A Court of Thorns and Roses,Utah,Washington County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4435,"Maas, Sarah J.",A Court of Thorns and Roses,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4436,"Maas, Sarah J.",A Court of Wings and Ruin,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4437,"Maas, Sarah J.",A Court of Wings and Ruin,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4438,"Maas, Sarah J.",A Court of Wings and Ruin,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4439,"Maas, Sarah J.",A Court of Wings and Ruin,Florida,School District of Hamilton County,2023-03-01,USA,Banned from Libraries and Classrooms
4440,"Maas, Sarah J.",A Court of Wings and Ruin,Florida,Volusia County Schools,2022-08-01,USA,Banned from Libraries and Classrooms
4441,"Maas, Sarah J.",A Court of Wings and Ruin,Missouri,Nixa Public Schools,2023-04-01,USA,Banned from Libraries
4442,"Maas, Sarah J.",A Court of Wings and Ruin,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4443,"Maas, Sarah J.",A Court of Wings and Ruin,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4444,"Maas, Sarah J.",A Court of Wings and Ruin,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned from Libraries and Classrooms
4445,"Maas, Sarah J.",A Court of Wings and Ruin,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4446,"Maas, Sarah J.",A Court of Wings and Ruin,Texas,Conroe Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4447,"Maas, Sarah J.",A Court of Wings and Ruin,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4448,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries and Classrooms
4449,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4450,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Granite School District,2022-10-01,USA,Banned from Libraries and Classrooms
4451,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4452,"Maas, Sarah J.",A Court of Wings and Ruin,Utah,Washington County School District,2022-07-01,USA,Banned from Libraries and Classrooms
4453,"Maas, Sarah J.",A Court of Wings and Ruin,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4454,"Maas, Sarah J.",Catwoman: Soulstealer,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries
4455,"Maas, Sarah J.",Crown of Midnight,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4456,"Maas, Sarah J.",Empire of Storms,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4457,"Maas, Sarah J.",Empire of Storms,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4458,"Maas, Sarah J.",Empire of Storms,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4459,"Maas, Sarah J.",Empire of Storms,Florida,Santa Rosa County District Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4460,"Maas, Sarah J.",Empire of Storms,Florida,Volusia County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4461,"Maas, Sarah J.",Empire of Storms,Kansas,Gardner Edgerton School District 231,2023-03-01,USA,Banned from Libraries and Classrooms
4462,"Maas, Sarah J.",Empire of Storms,Missouri,Nixa Public Schools,2023-06-01,USA,Banned from Libraries
4463,"Maas, Sarah J.",Empire of Storms,North Carolina,Pender County Schools,2023-02-01,USA,Banned from Libraries
4464,"Maas, Sarah J.",Empire of Storms,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4465,"Maas, Sarah J.",Empire of Storms,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4466,"Maas, Sarah J.",Empire of Storms,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4467,"Maas, Sarah J.",Empire of Storms,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4468,"Maas, Sarah J.",Empire of Storms,Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4469,"Maas, Sarah J.",Empire of Storms,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4470,"Maas, Sarah J.",Empire of Storms,Texas,Keller Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4471,"Maas, Sarah J.",Empire of Storms,Texas,Lake Travis Independent School District,2023-01-01,USA,Banned from Libraries
4472,"Maas, Sarah J.",Empire of Storms,Utah,Canyons School District,2022-09-01,USA,Banned from Libraries and Classrooms
4473,"Maas, Sarah J.",Empire of Storms,Utah,Davis School District,2022-12-01,USA,Banned from Libraries and Classrooms
4474,"Maas, Sarah J.",Empire of Storms,Utah,Granite School District,2022-10-01,USA,Banned from Libraries
4475,"Maas, Sarah J.",Empire of Storms,Utah,Washington County School District,2022-11-01,USA,Banned from Libraries and Classrooms
4476,"Maas, Sarah J.",Empire of Storms,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4477,"Maas, Sarah J.",Empire of Storms,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4478,"Maas, Sarah J.",Heir of Fire,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4479,"Maas, Sarah J.",Heir of Fire,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4480,"Maas, Sarah J.",Heir of Fire,Texas,Keller Independent School District,2023-02-01,USA,Banned from Libraries
4481,"Maas, Sarah J.",House of Earth and Blood,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4482,"Maas, Sarah J.",House of Earth and Blood,Florida,Escambia County Public Schools,2022-10-01,USA,Banned Pending Investigation
4483,"Maas, Sarah J.",House of Earth and Blood,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4484,"Maas, Sarah J.",House of Earth and Blood,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4485,"Maas, Sarah J.",House of Earth and Blood,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4486,"Maas, Sarah J.",House of Sky and Breath,Utah,Granite School District,2022-10-01,USA,Banned from Libraries and Classrooms
4487,"Maas, Sarah J.",House of Sky and Breath,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries and Classrooms
4488,"Maas, Sarah J.",Kingdom of Ash,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4489,"Maas, Sarah J.",Kingdom of Ash,Florida,Escambia County Public Schools,2022-10-01,USA,Banned Pending Investigation
4490,"Maas, Sarah J.",Kingdom of Ash,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4491,"Maas, Sarah J.",Kingdom of Ash,Florida,St. John's County School District,2023-01-01,USA,Banned Pending Investigation
4492,"Maas, Sarah J.",Kingdom of Ash,Florida,Volusia County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4493,"Maas, Sarah J.",Kingdom of Ash,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4494,"Maas, Sarah J.",Kingdom of Ash,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4495,"Maas, Sarah J.",Kingdom of Ash,Utah,Canyons School District,2022-09-01,USA,Banned from Libraries and Classrooms
4496,"Maas, Sarah J.",Kingdom of Ash,Utah,Davis School District,2022-11-01,USA,Banned from Libraries and Classrooms
4497,"Maas, Sarah J.",Kingdom of Ash,Utah,Granite School District,2022-10-01,USA,Banned Pending Investigation
4498,"Maas, Sarah J.",Kingdom of Ash,Wisconsin,School District of Somerset,2023-02-01,USA,Banned Pending Investigation
4499,"Maas, Sarah J.",Queen of Shadows,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4500,"Maas, Sarah J.",Queen of Shadows,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4501,"Maas, Sarah J.",Queen of Shadows,Texas,Frisco Independent School District,2022-11-01,USA,Banned from Libraries
4502,"Maas, Sarah J.",Queen of Shadows,Texas,Keller Independent School District,2023-02-01,USA,Banned from Libraries
4503,"Maas, Sarah J.",The Assassin's Blade,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4504,"Maas, Sarah J.",The Assassin's Blade,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4505,"Maas, Sarah J.",The Assassin's Blade,Texas,Keller Independent School District,2023-02-01,USA,Banned Pending Investigation
4506,"Maas, Sarah J.",Throne of Glass,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4507,"Maas, Sarah J.",Throne of Glass,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4508,"Maas, Sarah J.",Throne of Glass,Texas,Keller Independent School District,2023-02-01,USA,Banned from Libraries
4509,"Maas, Sarah J.",Tower of Dawn,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4510,"Maas, Sarah J.",Tower of Dawn,Florida,Escambia County Public Schools,2023-03-01,USA,Banned Pending Investigation
4511,"Maas, Sarah J.",Tower of Dawn,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4512,"Maas, Sarah J.",Tower of Dawn,Florida,Volusia County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4513,"Maas, Sarah J.",Tower of Dawn,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4514,"Maas, Sarah J.",Tower of Dawn,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4515,"Maas, Sarah J.",Tower of Dawn,Utah,Davis School District,2022-12-01,USA,Banned from Libraries and Classrooms
4516,"Mac, Carrie",10 Things I Can See from Here,Florida,Escambia County Public Schools,2023-06-01,USA,Banned Pending Investigation
4517,"Maccarone, Grace",A Child Was Born: A Christmas Story,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4518,"Macdonald, Fiona",A Medieval Cathedral,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4519,"Machado, Carmen Maria","The Low, Low Woods",Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4520,"Machias, Jules",Both Can Be True,Florida,School District of Manatee County,2022-07-01,USA,Banned from Libraries
4521,"Mackler, Carolyn",Guyaholic,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4522,"Mackler, Carolyn",Guyaholic,Florida,Volusia County Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4523,"Mafi, Tahereh",Defy Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4524,"Mafi, Tahereh",Ignite Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4525,"Mafi, Tahereh",Imagine Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4526,"Mafi, Tahereh",Restore Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4527,"Mafi, Tahereh",Shatter Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4528,"Mafi, Tahereh",Unravel Me,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4529,"Mafi, Tahereh",Unravel Me,Florida,Collier County Public Schools,2023-03-01,USA,Banned from Libraries
4530,"Mafi, Tahereh",Unravel Me,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4531,"Mafi, Tahereh",Unravel Me,Florida,Highlands Schools,2022-09-01,USA,Banned Pending Investigation
4532,"Mafi, Tahereh",Unravel Me,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4533,"Mafi, Tahereh",Unravel Me,Florida,Okaloosa County Schools District,2023-01-01,USA,Banned Pending Investigation
4534,"Mafi, Tahereh",Unravel Me,Pennsylvania,Pleasant Valley School District,2022-07-01,USA,Banned Pending Investigation
4535,"Mafi, Tahereh",Unravel Me,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
4536,"Magoon, Kekla",Light It Up,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4537,"Magoon, Kekla",Light It Up,Florida,School District of Manatee County,2022-08-01,USA,Banned from Libraries
4538,"Magoon, Kekla",The Season of Styx Malone,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4539,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4540,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Florida,Escambia County Public Schools,2022-12-01,USA,Banned Pending Investigation
4541,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4542,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4543,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Texas,Keller Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4544,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Utah,Canyons School District,2022-09-01,USA,Banned from Libraries and Classrooms
4545,"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,Utah,Washington County School District,2023-02-01,USA,Banned from Libraries and Classrooms
4546,"Malerman, Josh",Bird Box,Texas,Frisco Independent School District,2022-10-01,USA,Banned Pending Investigation
4547,"Malle, Mirion",The League of Super Feminists,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4548,"Malle, Mirion",The League of Super Feminists,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4549,"Mallegg, Kristin","Novels for Students, Vol. 55",Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4550,"Manushkin, Fran",Miriam's Cup: A Passover Story,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4551,"Mark, Jan",God's Story,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4552,"Markovics, Joyce",Deserted Prisons,Wisconsin,School District of New London,2023-02-01,USA,Banned from Libraries
4553,"Marks, Janae",From the Desk of Zoe Washington,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4554,"Marsh, Nicola",The Boy Toy,Maine,Maine School Administrative District #6,2023-04-01,USA,Banned Pending Investigation
4555,"Martin, George R. R.",A Clash of Kings,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4556,"Martin, George R. R.",A Clash of Kings,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4557,"Martin, George R. R.",A Dance with Dragons,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4558,"Martin, George R. R.",A Feast for Crows,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4559,"Martin, George R. R.",A Feast for Crows,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
